player,champion,mastery,total_games_played,win_rate,kda_ratio,average_gold_per_minute,average_cs_per_minute
"Player(name='Czachol', tag='EUNE')",caitlyn,485606,6,0.16699999999999998,1.4118,434.5,6.6
"Player(name='Dr%20Hrkica', tag='BAD')",lulu,1463143,16,0.625,2.931,290.8,0.8
"Player(name='Reszelo', tag='EUNE')",renekton,35604,2,1.0,5.25,505.4,7.8
"Player(name='Neskap', tag='EUNE')",evelynn,448571,56,0.5539999999999999,3.7755,454.9,6.1
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",corki,31147,3,0.667,1.9125,482.3,6.9
"Player(name='Sanjaya%20z%20Lechii', tag='EUNE')",missfortune,3915,2,0.5,2.0909,432.4,7.7
"Player(name='TomszStudios', tag='EUNE')",thresh,193885,3,0.33299999999999996,2.8,289.6,0.9
"Player(name='Wiliam%20Afton', tag='EUNE')",drmundo,2781,1,0.0,0.4286,233.7,4.3
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",nocturne,16912,5,0.2,2.2143,419.8,6.0
"Player(name='Niez%C5%82yZedPl', tag='xdxd')",zed,31020,19,0.42100000000000004,2.0897,413.4,5.7
"Player(name='%CE%A5%CE%AC%CE%BA%CE%B9%CE%BD%CE%B8%CE%BF%CF%82', tag='HADES')",ziggs,11517,8,0.5,2.35,434.0,7.3
"Player(name='PandaChicken', tag='EUNE')",xerath,26987,1,0.0,1.4,256.1,1.0
"Player(name='Spyridod', tag='EUNE')",darius,113902,2,0.5,3.0,472.7,7.2
"Player(name='BL%C3%98%C3%98%C3%90', tag='EUNE')",maokai,23578,1,1.0,3.8,437.9,6.4
"Player(name='XDXDXDXDDXXDXD', tag='EUNE')",hwei,31575,31,0.613,3.4,372.3,5.7
"Player(name='Yoel%20Romero%20', tag='EUNE')",caitlyn,569407,26,0.615,1.7363,446.0,6.8
"Player(name='KRG%20Tale%20Surovi', tag='EUNE')",zilean,57453,1,1.0,24.0,326.7,1.5
"Player(name='Flekii', tag='EUNE')",darius,5449,4,0.5,2.0154,442.2,6.2
"Player(name='Say%20Nocturne', tag='EUNE')",lillia,7935,13,0.462,2.5902,372.2,5.4
"Player(name='L9%20ITymczakI', tag='EUNE')",fizz,20066,1,0.0,4.75,496.8,8.0
"Player(name='vuchetaa', tag='EUNE')",jhin,733661,5,0.6,2.1064,462.1,6.7
"Player(name='Clock%20Meister', tag='EUNE')",neeko,37085,6,0.5,2.8571,371.7,1.8
"Player(name='PepegaMajstr', tag='EUNE')",ksante,8091,2,1.0,2.6364,390.9,5.6
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",nocturne,16912,5,0.2,2.2143,419.8,6.0
"Player(name='tomsonhavson', tag='EUNE')",twistedfate,116243,5,0.8,3.1364,441.7,6.6
"Player(name='TroubleMaker247', tag='EUNE')",lucian,151019,11,0.455,1.5568,422.9,6.2
"Player(name='TheAliyator', tag='EUNE')",nami,61160,1,1.0,3.0,288.1,0.8
"Player(name='Aurelion%20Only', tag='EUNE')",tahmkench,49386,22,0.727,2.6,450.8,5.8
"Player(name='Uamanarva', tag='EUNE')",zac,205985,17,0.529,4.2051,393.7,6.3
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",karma,50541,1,1.0,2.5556,322.0,4.4
"Player(name='MitzuBeleaua', tag='EUNE')",jhin,115278,7,0.5710000000000001,2.4247,448.9,6.2
"Player(name='Wopstein', tag='EUNE')",zilean,535741,34,0.529,11.0625,330.9,3.4
"Player(name='Sho%20Taz', tag='EUNE')",trundle,27835,5,0.0,0.881,420.6,7.0
"Player(name='Envy125', tag='EUNE')",viego,39367,1,0.0,1.1,300.0,4.2
"Player(name='ShadowMaster1', tag='EUNE')",sylas,15055,1,0.0,1.75,379.9,4.2
"Player(name='SadLuck', tag='EUNE')",ashe,33017,3,0.667,2.2581,406.1,5.3
"Player(name='Pick%20The%20Dagger', tag='7512')",brand,125532,8,0.625,2.5,354.7,1.6
"Player(name='zUBLOORD', tag='EUNE')",singed,285348,29,0.586,2.0822,383.9,5.3
"Player(name='YourMomsFavorite', tag='1337')",khazix,234843,6,0.33299999999999996,2.0482,429.4,4.7
"Player(name='Taco5k', tag='EUNE')",aatrox,211052,46,0.5429999999999999,2.1507,382.3,5.1
"Player(name='Strapilax', tag='EUNE')",sivir,24591,2,1.0,4.3333,481.0,7.3
"Player(name='1Gaymer', tag='EUNE')",seraphine,340654,5,0.6,6.0,318.9,1.5
"Player(name='Panor%C3%A1ma%20Hb', tag='EUNE')",camille,37066,1,0.0,2.5556,438.4,6.1
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",nocturne,16912,5,0.2,2.2143,419.8,6.0
"Player(name='love%20kill%20', tag='EUNE')",karma,1872,2,0.0,2.1765,326.5,3.5
"Player(name='G4NGPLANK', tag='2137')",draven,421,2,0.0,1.3636,434.7,5.5
"Player(name='Dirty%20Harry%20', tag='EUNE')",brand,40817,1,0.0,2.4286,329.9,1.7
"Player(name='SN%20ScrubNoob', tag='EUNE')",malzahar,116277,14,0.929,3.4571,401.0,6.9
"Player(name='Trsak', tag='000')",vi,31185,1,1.0,1.3333,378.7,5.9
"Player(name='MuKeLL', tag='EUNE')",quinn,43239,38,0.632,2.1538,488.5,6.8
"Player(name='bestgamersjd', tag='EUNE')",twitch,9751,1,1.0,4.4286,529.8,7.6
"Player(name='Fat%20Santa%20Klaus', tag='EUNE')",velkoz,14582,6,0.667,3.6596,361.8,1.6
"Player(name='Uestiq', tag='EUNE')",ornn,14379,1,0.0,1.7143,426.8,6.8
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",nocturne,16912,5,0.2,2.2143,419.8,6.0
"Player(name='RPzBPanzeSchreck', tag='EUNE')",sylas,57224,3,0.33299999999999996,1.75,420.8,5.2
"Player(name='DarkWoy', tag='EUNE')",samira,11466,16,0.313,1.7761,426.6,6.7
"Player(name='Ciureja', tag='EUNE')",amumu,29529,2,0.5,1.5333,284.8,1.3
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",jayce,29928,1,0.0,1.4286,420.7,7.4
"Player(name='Arzhinnat', tag='EUNE')",gragas,26705,8,0.375,2.963,415.7,5.9
"Player(name='D4Highway', tag='EUNE')",trundle,57194,1,0.0,0.0,194.8,2.7
"Player(name='mpampijote', tag='727')",yasuo,441111,23,0.391,1.5143,379.7,6.1
"Player(name='itsfriends19', tag='EUNE')",nautilus,8386,1,0.0,2.0,326.5,1.1
"Player(name='be%20Kayleful', tag='EUNE')",kassadin,14983,9,0.556,2.2564,494.5,6.3
"Player(name='Mike%20Oxmollll', tag='EUNE')",wukong,127695,12,0.667,2.0921,387.6,4.9
"Player(name='dj0leex', tag='EUNE')",jax,10700,1,1.0,15.0,513.4,8.1
"Player(name='DJINAJLU%20U%20KRAJU', tag='EUNE')",jhin,280941,4,0.75,2.6897,430.1,6.2
"Player(name='Fi%C3%A8rc%C3%A9%20', tag='EUNE')",thresh,26094,5,0.4,3.7727,314.8,1.4
"Player(name='MARC0%20P0L0', tag='EUNE')",yone,65823,2,0.5,3.125,502.7,6.7
"Player(name='DrKaKaTo', tag='KaKa')",shaco,54259,5,0.8,3.0345,423.7,6.0
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",syndra,60706,6,0.667,2.6,450.7,6.6
"Player(name='BlackLionek', tag='9999')",jhin,85151,16,0.625,3.3485,467.7,6.2
"Player(name='L9%20DZIVVKA', tag='EUNE')",brand,9674,1,1.0,2.7143,319.1,1.0
"Player(name='Alinarepasula14', tag='EUNE')",jax,43148,7,0.5710000000000001,0.8462,402.3,6.6
"Player(name='G0ulielmos', tag='EUNE')",khazix,101589,3,0.0,1.86,445.1,5.5
"Player(name='SlyManic', tag='EUNE')",leblanc,19738,5,0.4,3.2273,430.9,7.2
"Player(name='DA%20Famine', tag='EUNE')",lucian,270130,23,0.391,1.9419,445.9,6.4
"Player(name='Placidusax', tag='56748')",xerath,10029,1,0.0,0.7273,274.4,1.7
"Player(name='KunamiLoveGurl', tag='EUNE')",gragas,97259,2,0.5,1.5833,345.8,6.3
"Player(name='L9%20Gumayusi', tag='T1%20L9')",kayn,98432,2,1.0,3.0833,504.4,8.1
"Player(name='Exgraay', tag='EUNE')",fizz,72990,15,0.667,2.806,462.8,5.5
"Player(name='FinalMeliodas', tag='EUNE')",missfortune,21273,1,1.0,2.125,441.8,5.4
"Player(name='Akshan', tag='KIDS')",bard,21546,25,0.6,3.1186,317.2,0.9
"Player(name='NaudiR', tag='EUNE')",sett,39916,1,0.0,0.6,336.6,6.8
"Player(name='Bocchi%20the%20Rock', tag='rmy')",evelynn,132996,43,0.605,4.1064,439.7,5.5
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",irelia,34000,1,0.0,1.125,369.7,6.5
"Player(name='duchson%20ADC%20', tag='EUNE')",vayne,3151203,51,0.392,1.75,422.7,6.4
"Player(name='Gzamir', tag='1312')",lulu,162433,1,0.0,2.25,322.5,0.8
"Player(name='TTK%20ToP%20%C5%81aner', tag='EUNE')",ornn,272919,7,0.7140000000000001,2.4894,380.9,6.3
"Player(name='Arif', tag='EUNE')",masteryi,324118,13,0.462,1.6737,422.9,5.5
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",syndra,60706,6,0.667,2.6,450.7,6.6
"Player(name='Qender', tag='DESKA')",draven,1296777,38,0.5529999999999999,2.0139,494.8,6.7
"Player(name='Kmibo', tag='EUNE')",thresh,88948,3,1.0,3.7619,313.2,1.0
"Player(name='xPr%C3%B8totypE', tag='EUNE')",mordekaiser,28948,11,0.636,2.2239,414.4,5.6
"Player(name='BanzaiLV', tag='EUNE')",kayn,188511,15,0.467,2.8222,401.2,6.5
"Player(name='COWBOYxxx', tag='EUNE')",lux,77895,1,0.0,2.1667,325.0,5.5
"Player(name='DoctorxFour', tag='0704')",missfortune,595792,5,0.6,2.6047,507.1,7.1
"Player(name='AriSuper3', tag='EUNE')",bard,88104,36,0.6940000000000001,3.9375,316.9,0.9
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",renekton,15625,2,0.5,1.8824,428.8,6.9
"Player(name='Patisoni', tag='SADAF')",sylas,185821,20,0.45,2.1463,447.6,5.7
"Player(name='BontJayceBont', tag='EUNE')",jayce,1150305,74,0.581,2.7419,484.7,6.9
"Player(name='OXAV%20Pedro', tag='EUNE')",missfortune,35093,1,0.0,4.2857,467.4,7.1
"Player(name='SS4%20CNCR', tag='EUNE')",blitzcrank,5683,1,0.0,2.5,316.6,1.0
"Player(name='BooByzz', tag='EUNE')",ornn,59738,15,0.467,1.95,421.4,6.5
"Player(name='fifulinek8', tag='EUNE')",leesin,52550,2,0.5,2.0667,380.7,5.6
"Player(name='ThiccJim69', tag='EUNE')",azir,77674,11,0.545,2.5714,468.9,7.8
"Player(name='Piistolero%20ADC', tag='EUNE')",varus,60505,12,0.667,3.3111,415.5,6.8
"Player(name='Deralex', tag='EUNE')",thresh,27347,1,1.0,1.7143,291.6,0.9
"Player(name='T1%20Gragas', tag='9999')",riven,286337,10,0.6,2.6383,452.3,6.9
"Player(name='Gizo98', tag='EUNE')",rammus,102044,33,0.606,4.383,375.9,4.6
"Player(name='Majkowell', tag='1234')",kassadin,62402,6,0.33299999999999996,2.3,429.7,6.4
"Player(name='QooQoopa', tag='EUNE')",sivir,23957,5,0.6,2.0816,451.3,7.3
"Player(name='kpopenjoyer', tag='282')",zyra,1124,1,1.0,2.75,306.3,1.1
"Player(name='Shen%CE%BF%CF%87%CE%BB%CF%8E', tag='Giagk')",aatrox,24601,27,0.444,1.8841,377.3,5.5
"Player(name='M%C3%ADss%20B%C3%A4nnan%C3%A1', tag='EUNE')",khazix,7864,3,0.33299999999999996,1.4667,415.7,5.6
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",corki,31147,3,0.667,1.9125,482.3,6.9
"Player(name='%C5%A0one%20Kamata%20', tag='EUNE')",caitlyn,111702,12,0.583,2.3667,435.4,7.2
"Player(name='Jakur', tag='EUNE')",shen,591267,19,0.42100000000000004,3.2245,315.1,1.4
"Player(name='jeongJiJoingHu', tag='sigma')",jax,32084,11,0.636,1.9649,365.5,6.1
"Player(name='Incursio', tag='669')",shaco,81292,4,0.25,1.5,345.4,4.4
"Player(name='J3baa%C4%87%20lige', tag='EUNE')",zoe,61309,1,0.0,3.0,437.4,4.8
"Player(name='MasnyDetonator', tag='EUNE')",ezreal,52773,1,0.0,0.8182,408.3,6.4
"Player(name='mako', tag='xdddd')",zilean,20816,32,0.5,2.8413,340.3,2.2
"Player(name='10k%20HP', tag='EUNE')",warwick,128347,26,0.5379999999999999,1.5114,428.1,5.8
"Player(name='DarkShado0o0w', tag='EUNE')",leesin,24020,10,0.5,3.1455,403.2,5.6
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",twistedfate,84909,1,1.0,3.0,600.8,7.1
"Player(name='Tanor', tag='EUNE')",jinx,803381,8,0.5,1.5248,435.6,6.4
"Player(name='kpopenjoyer', tag='282')",blitzcrank,7969,1,1.0,4.6667,374.3,0.8
"Player(name='Variont', tag='EUNE')",chogath,82761,29,0.621,2.3962,396.7,6.3
"Player(name='Kostrec96', tag='EUNE')",jarvaniv,35740,1,0.0,6.0,416.1,7.1
"Player(name='Ariados', tag='EUNE')",orianna,45722,1,0.0,3.0,372.9,6.6
"Player(name='Cofibque', tag='EUNE')",yasuo,167,1,0.0,0.625,371.8,6.5
"Player(name='xXxGoldenWolfxXx', tag='EUNE')",alistar,5721,1,0.0,2.4,267.0,1.0
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",renekton,15625,2,0.5,1.8824,428.8,6.9
"Player(name='Sayonara%20Majo', tag='EUNE')",masteryi,181712,4,0.75,1.589,443.6,6.7
"Player(name='Makak', tag='6666')",zed,108207,1,1.0,1.3333,317.7,4.3
"Player(name='veycem001717eun', tag='EUNE')",ezreal,14847,22,0.545,2.7778,469.2,7.2
"Player(name='420%20Julcia', tag='EUNE')",nami,551494,54,0.5,3.0156,298.1,0.9
"Player(name='DrTony', tag='EUNE')",renekton,247576,3,0.667,2.186,379.1,6.7
"Player(name='Par8enos', tag='EUNE')",masteryi,30216,1,1.0,6.0,453.8,5.8
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",syndra,60706,6,0.667,2.6,450.7,6.6
"Player(name='kokkok0', tag='EUNE')",jhin,300527,35,0.6,3.2778,438.7,6.5
"Player(name='Dovinush', tag='EUNE')",thresh,126671,46,0.478,2.8676,302.3,1.1
"Player(name='kumpel09', tag='EUNE')",teemo,350,2,0.0,0.6,341.7,6.3
"Player(name='Testrone', tag='1255')",viego,161771,43,0.5579999999999999,2.7358,428.6,6.5
"Player(name='Faxiu', tag='1337')",qiyana,88956,2,0.5,1.0588,358.1,4.9
"Player(name='inventor%20of%20sex%20', tag='EUNE')",caitlyn,25755,2,0.5,1.3333,451.0,7.2
"Player(name='xMoonFairy', tag='Beth')",soraka,156526,7,0.429,2.22,249.9,0.9
"Player(name='SzefiWJG', tag='EUNE')",camille,18269,3,0.33299999999999996,3.1667,480.8,7.0
"Player(name='PameGiaKaravida', tag='EUNE')",briar,4981,2,1.0,2.5,425.2,4.8
"Player(name='MarchwiarzZopola', tag='groch')",pyke,23306,2,0.5,2.3846,407.4,4.6
"Player(name='PollBoll', tag='EUNE')",jhin,82787,11,0.364,1.9651,426.2,6.6
"Player(name='Teemoboss007', tag='EUNE')",teemo,257062,11,0.727,2.1579,331.6,1.8
"Player(name='OdinIsMyFather', tag='4522')",yasuo,326807,1,0.0,0.4167,287.8,5.4
"Player(name='TYKKETINA', tag='ROTTE')",lillia,16981,4,0.5,2.2903,467.4,6.7
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",syndra,60706,6,0.667,2.6,450.7,6.6
"Player(name='Fizz%20You', tag='1Tap')",vayne,637765,31,0.581,1.9778,480.3,6.5
"Player(name='Lune', tag='Sassy')",lulu,159158,7,0.28600000000000003,2.9048,275.2,0.9
"Player(name='the%20voices', tag='mhy')",warwick,26353,10,0.7,2.5536,377.6,4.8
"Player(name='DEMON%20KILLER', tag='EUNE')",nocturne,42448,11,0.545,2.3,414.7,6.0
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",syndra,60706,6,0.667,2.6,450.7,6.6
"Player(name='Gerisis', tag='EUNE')",kaisa,95191,16,0.563,2.597,464.6,6.5
"Player(name='CallmeHroloTrolo', tag='EUNE')",brand,116965,21,0.762,2.1852,367.9,2.0
"Player(name='Standako', tag='CRIPE')",ornn,80027,24,0.5,2.1636,356.3,5.9
"Player(name='Sudukas', tag='EUNE')",yone,29722,1,0.0,2.3333,519.3,8.7
"Player(name='MichaelJaxon', tag='prsa')",akshan,211422,11,0.455,2.0225,488.6,6.4
"Player(name='TravelHitman', tag='EUNE')",caitlyn,41344,21,0.667,2.5614,439.2,7.4
"Player(name='Leto%20Atreides', tag='EUNE')",milio,71165,17,0.41200000000000003,3.0213,272.9,1.0
"Player(name='Re%20Weza', tag='7omos')",chogath,97926,1,0.0,1.75,360.4,5.2
"Player(name='qob3k', tag='EUNE')",jax,11330,3,0.0,1.13,369.1,6.3
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",ekko,88361,2,0.5,1.3077,381.4,5.1
"Player(name='Jhim%20Carry', tag='EUNE')",jhin,117054,14,0.35700000000000004,2.0,406.9,5.9
"Player(name='SniperThresh0', tag='EUNE')",neeko,61022,28,0.5710000000000001,2.2791,357.5,2.3
"Player(name='Niukka', tag='AhriL')",teemo,106138,4,0.5,1.36,314.9,5.7
"Player(name='Hot%20Moms%20Stealer', tag='EUNE')",shaco,38149,12,0.667,3.3286,460.8,5.1
"Player(name='Anime%20Character', tag='7354')",caitlyn,13160,2,1.0,3.3077,497.5,7.2
"Player(name='Oblodzony%20Yeti', tag='6969')",ashe,10085,1,1.0,4.3333,555.9,7.6
"Player(name='gadzislaw', tag='GAD')",twistedfate,46848,36,0.583,2.0732,365.9,3.2
"Player(name='zsule', tag='EUNE')",trundle,6351,3,0.667,1.8391,520.9,8.2
"Player(name='%20M%C3%B4rningst%C3%A2r', tag='EUNE')",diana,35449,1,0.0,1.9,375.9,5.7
"Player(name='Jas%CE%BFn%20B%CE%BFurne%20', tag='EUNE')",pantheon,50770,1,0.0,2.625,458.6,5.2
"Player(name='Yomu', tag='ff15')",seraphine,248689,19,0.474,2.6269,337.7,2.1
"Player(name='Snoperok', tag='UwU')",nami,6445,1,0.0,3.5,343.8,0.8
"Player(name='DeLa1999', tag='EUNE')",ornn,45982,4,0.5,2.0635,373.9,5.7
"Player(name='JUNG%20GAN%20DRAGON', tag='16112')",graves,12999,12,0.583,2.1205,439.5,6.5
"Player(name='Bziullek', tag='EUNE')",malzahar,140776,21,0.524,2.566,412.4,7.2
"Player(name='xipi', tag='EUNE')",samira,88044,26,0.615,2.1724,503.0,6.3
"Player(name='Fusi', tag='EUNE')",senna,79335,12,0.667,2.6067,394.0,2.2
"Player(name='Strvina', tag='EUNE')",yone,52084,6,0.667,1.8082,452.7,7.4
"Player(name='Sakuraj', tag='696')",nocturne,112699,2,0.5,2.4444,375.1,5.3
"Player(name='Tekkar', tag='EUNE')",kassadin,7890,3,0.667,1.411,406.6,6.5
"Player(name='aka%20pustaszklana', tag='RDY')",jhin,104278,1,1.0,3.75,447.4,6.0
"Player(name='M%C4%B1xa', tag='EUNE')",poppy,42434,1,1.0,6.0,297.0,0.8
"Player(name='Ghost%20To%20Base', tag='EUNE')",drmundo,20527,8,0.5,1.6515,379.8,6.1
"Player(name='Endru', tag='cocos')",rengar,142575,36,0.556,2.1685,522.2,6.5
"Player(name='AKISOCHI', tag='Yuumi')",qiyana,174511,22,0.545,1.7024,398.5,5.8
"Player(name='wiktormich', tag='2137')",caitlyn,22596,2,0.0,1.5,357.1,6.7
"Player(name='Leiska', tag='666')",bard,81921,59,0.6609999999999999,4.0204,324.4,1.1
"Player(name='Rogue%20Prophet', tag='EUNE')",trundle,4811,2,0.5,0.75,435.6,7.7
"Player(name='Junkart', tag='wtf')",rell,2998,3,0.33299999999999996,1.8767,324.0,4.6
"Player(name='the%204th%20chance', tag='2005')",taliyah,118897,7,0.7140000000000001,3.3864,448.8,6.7
"Player(name='AleC%20Baby', tag='8854')",lucian,8943,3,1.0,2.9333,509.6,6.9
"Player(name='BLOCK93%20Beko', tag='EUNE')",nami,114700,13,0.769,4.5417,301.7,0.7
"Player(name='Lale97', tag='328')",yorick,2278875,65,0.49200000000000005,1.9608,423.9,7.1
"Player(name='Sakuraj', tag='696')",briar,9346,4,0.5,2.1136,458.6,6.1
"Player(name='CzarnyKarpik', tag='EUNE')",fizz,18341,1,0.0,0.9091,371.7,6.3
"Player(name='Tekkar', tag='EUNE')",ashe,52865,1,0.0,1.5556,347.5,5.4
"Player(name='Rick420Sanchez', tag='EUNE')",brand,69164,2,0.0,1.1429,322.2,1.8
"Player(name='%CE%A8G%C3%B8d%CE%A8', tag='EUNE')",sion,53331,1,1.0,7.5,463.4,6.3
"Player(name='Sakuraj', tag='696')",belveth,11727,1,1.0,17.0,497.8,7.6
"Player(name='QQ%20Collector', tag='EUNE')",mordekaiser,10950,2,0.5,2.0769,351.5,5.2
"Player(name='Tekkar', tag='EUNE')",twitch,42249,2,0.5,1.2857,422.5,5.9
"Player(name='Improvedfly', tag='EUNE')",lux,939166,29,0.414,2.4286,361.0,2.8
"Player(name='Mongrel', tag='6418')",olaf,30014,1,0.0,0.2727,369.9,6.8
"Player(name='wideoprezentacj3', tag='EUNE')",nocturne,11430,5,0.6,2.4667,402.7,5.5
"Player(name='Dochika', tag='pikle')",vladimir,100920,5,0.2,2.2857,389.1,6.6
"Player(name='nejradek', tag='EUNE')",senna,10343,3,0.667,2.6667,451.5,4.9
"Player(name='Nejmen', tag='Fryto')",rell,8844,1,0.0,2.0,298.6,2.2
"Player(name='Kamil%20Utniik', tag='EUNE')",sion,11763,8,0.625,2.3889,356.2,5.8
"Player(name='Sakuraj', tag='696')",graves,34395,1,0.0,0.5,286.2,4.9
"Player(name='ADAM%20TO%20NIE%20IMIE', tag='EUNE')",malzahar,7275,1,0.0,0.2,286.4,6.1
"Player(name='Tekkar', tag='EUNE')",caitlyn,487300,19,0.737,2.597,458.8,6.2
"Player(name='Siepa%C5%84sko', tag='EUNE')",seraphine,171606,17,0.47100000000000003,3.5,359.6,4.1
"Player(name='Bloody%20Cutlass', tag='EUNE')",gangplank,130687,28,0.679,2.3833,534.2,8.0
"Player(name='qbpd', tag='1295')",rengar,245472,29,0.517,2.2462,500.0,7.0
"Player(name='Leposs', tag='6556')",fizz,88856,37,0.541,1.9114,472.6,6.5
"Player(name='E3sar1', tag='EUNE')",varus,99930,7,0.429,2.5283,457.7,6.6
"Player(name='Carsten', tag='EUNE')",thresh,188391,2,0.5,1.087,316.2,1.1
"Player(name='oliverermingud', tag='EUNE')",singed,16758,1,1.0,4.8,505.7,7.3
"Player(name='Sakuraj', tag='696')",masteryi,215696,2,0.5,1.5,361.8,5.3
"Player(name='Tekkar', tag='EUNE')",vayne,153181,1,1.0,1.75,455.7,5.5
"Player(name='ItzHoudini', tag='EUNE')",twistedfate,42621,1,1.0,2.0,501.0,5.1
"Player(name='rad4ett', tag='EUNE')",soraka,71490,4,0.75,3.9091,290.5,1.1
"Player(name='TheBubbleBot', tag='EUNE')",shen,132789,2,0.0,1.8125,325.6,5.2
"Player(name='IamRafa%C5%82', tag='EUNE')",nocturne,144392,21,0.524,2.7324,415.2,5.8
"Player(name='masakr5', tag='6969')",taliyah,456039,2,0.0,2.7143,390.8,4.2
"Player(name='xMrPerfect', tag='EUNE')",caitlyn,262531,14,0.7859999999999999,2.4714,424.3,6.2
"Player(name='P%C3%B3rdos%20Se%C3%B1p%C3%A1%C3%AD', tag='EUNE')",leona,107043,2,0.5,3.2941,332.5,0.9
"Player(name='WhamBamPoppySlam', tag='EUNE')",poppy,1872809,66,0.561,1.9444,374.2,6.1
"Player(name='toni24', tag='EUNE')",nocturne,416946,8,0.5,1.803,395.6,6.0
"Player(name='brunostahgosling', tag='EUNE')",akali,392776,5,0.8,3.1667,445.3,7.3
"Player(name='%C3%90isc%C3%B8%20T%C3%A3l%C3%B8n', tag='EUNE')",ezreal,84150,2,0.5,2.3333,456.0,6.6
"Player(name='%C3%A7um%20doll', tag='Gewn')",senna,348779,57,0.632,3.3443,364.1,1.1
"Player(name='mnip200', tag='EUNE')",teemo,49529,1,0.0,1.2857,342.6,5.5
"Player(name='David2k2', tag='EUNE')",lillia,226946,11,0.364,3.1273,474.8,7.5
"Player(name='Bok1Lmao', tag='EUNE')",yasuo,161938,50,0.58,1.6829,394.3,6.0
"Player(name='BEU%20IHA', tag='EUNE')",jhin,269063,6,0.33299999999999996,2.7419,417.4,6.4
"Player(name='TYBG', tag='4444')",janna,5759,7,0.857,6.4286,426.0,1.2
"Player(name='WiiSportsResort', tag='EUNE')",darius,8017,3,0.0,1.94,425.3,7.1
"Player(name='BillyJoel', tag='EUNE')",hecarim,72132,1,0.0,0.0,322.7,7.3
"Player(name='Atiian', tag='EUNE')",vayne,99983,4,0.5,1.2941,356.4,5.5
"Player(name='Veveyyy', tag='EUNE')",azir,13283,2,0.5,2.5,356.1,5.8
"Player(name='Misemono', tag='EUNE')",soraka,707770,4,0.75,3.6667,257.8,0.8
"Player(name='mule%20vic', tag='3000')",vladimir,569887,11,0.636,3.38,489.0,7.6
"Player(name='toni24', tag='EUNE')",nocturne,416946,8,0.5,1.803,395.6,6.0
"Player(name='PanFilip', tag='EUNE')",swain,10325,2,1.0,3.1429,321.2,1.6
"Player(name='Kordi%C4%87%201v9', tag='EUNE')",missfortune,16590,4,0.75,3.2889,513.5,7.5
"Player(name='nesfan', tag='8157')",riven,251943,21,0.619,2.4681,424.3,6.9
"Player(name='FilipEmperor', tag='EUNE')",tryndamere,255998,14,0.5,2.2143,500.7,8.1
"Player(name='B%C5%AFh', tag='lcys')",fiddlesticks,20635,12,0.5,3.8654,489.5,6.9
"Player(name='DIOS%20FAVORITE', tag='EUNE')",akali,125294,54,0.611,2.6333,436.4,5.5
"Player(name='Takeo%20Fukuda', tag='2888')",jinx,37588,4,0.5,2.6333,444.2,7.7
"Player(name='kusiciell', tag='EUNE')",milio,2509,3,0.667,3.6604,286.4,1.1
"Player(name='Imon', tag='EUNE')",malphite,20039,1,1.0,4.5,370.3,7.5
"Player(name='toni24', tag='EUNE')",nocturne,416946,8,0.5,1.803,395.6,6.0
"Player(name='Dime%20Tequila', tag='911')",veigar,49606,6,0.33299999999999996,2.6029,491.0,7.2
"Player(name='SENTINO', tag='EURO')",singed,15043,3,0.667,3.039,422.8,5.8
"Player(name='toni24', tag='EUNE')",nocturne,416946,8,0.5,1.803,395.6,6.0
"Player(name='untouchableSRB', tag='EUNE')",fizz,86778,21,0.524,2.2836,416.1,5.6
"Player(name='KRYSTIAN%20BENTEKE', tag='EUNE')",jhin,62374,21,0.5710000000000001,3.2963,427.8,6.4
"Player(name='inert', tag='inert')",bard,80064,65,0.585,3.2969,325.9,0.7
"Player(name='%C3%90riposaurus', tag='EUNE')",irelia,103826,4,0.75,2.0125,508.8,8.0
"Player(name='First%20Zoe', tag='EUNE')",masteryi,319377,15,0.4,2.24,468.5,6.0
"Player(name='neXor%2018', tag='EUNE')",lissandra,28467,6,0.667,2.5806,397.5,6.1
"Player(name='Ronie%20Coleman', tag='EUNE')",twitch,16760,8,0.5,2.1231,412.5,6.4
